ORF1,ORF2
YDL212W,YBR068C
YPL136W,YBR101C
YOL145C,YKL145W
YPR188C,YHR023W
YKL002W,YER044C
YNL189W,YIL061C
YDR300C,YBR009C
YOR283W,YOR229W
YPL195W,YGR261C
YDR409W,YDL064W
YNL025C,YGR104C
YDR388W,YDR277C
YDL203C,YBR011C
YHL019C,YBR019C
YJL139C,YDR378C
YOL139C,YDL101C
YPL258C,YMR049C
YGR289C,YDR413C
YNL243W,YBL047C
YMR106C,YAL035W
YML062C,YCL011C
YGR035C,YBR160W
YGL049C,YBL032W
YNL154C,YMR180C
YIR038C,YER022W
YFL039C,YDR382W
YLR447C,YBR127C
YPL126W,YER082C
YMR210W,YKL142W
YMR047C,YGL229C
YPR169W,YOR101W
YLR288C,YDR460W
YGL092W,YGL060W
YOR164C,YLR423C
YNL308C,YCL059C
YNL189W,YGR192C
YOR014W,YJR091C
YOR162C,YGL127C
YLR152C,YBR274W
YIL061C,YER105C
YMR012W,YGR274C
YLR357W,YBR245C
YHR140W,YHR042W
YNL106C,YKR028W
YLL015W,YDL138W
YGR262C,YBL039C
YNL313C,YER110C
YOL006C,YNL273W
YLR067C,YIR009W
YMR304W,YKR071C
YPL118W,YBR251W
YOR005C,YIL125W
YNL012W,YBR250W
YDR328C,YDL132W
YOL083W,YFR049W
YNR035C,YKL013C
YIL062C,YDL029W
YKL014C,YBR142W
YJL097W,YBR061C
YPL032C,YER071C
YOL012C,YJL019W
YJR117W,YHL042W
YGR274C,YGL112C
YOR159C,YDR383C
YNL238W,YLL028W
YNL103W,YDR253C
YLR180W,YDR062W
YLR295C,YIL157C
YOL115W,YFL008W
YPL009C,YNL061W
YNR040W,YIL092W
YGR113W,YGL079W
YMR012W,YML064C
YNL284C,YDR238C
YNL130C,YHR110W
YLR258W,YER054C
YNL182C,YLR423C
YPL169C,YKL025C
YJL138C,YBR217W
YLR135W,YBR228W
YBR160W,YAR002W
YLR442C,YDR224C
YKL154W,YBR036C
YHL018W,YGR294W
YHR058C,YGL127C
YHR051W,YDL067C
YMR263W,YJR091C
YOR061W,YDR365C
YMR280C,YJL089W
YKL155C,YHL004W
YIL035C,YGR090W
YKL196C,YGL095C
YJR015W,YHR142W
YOL115W,YLR197W
YLR196W,YDR188W
YHR170W,YDR101C
YMR047C,YLL024C
YOR270C,YGR020C
YOL149W,YDL160C
YER027C,YDR477W
YLR196W,YJL014W
YHR183W,YHR135C
YKL221W,YER118C
YER006W,YDR386W
YEL060C,YDL132W
YDL217C,YBR091C
YMR109W,YKR069W
YGL161C,YDR425W
YNL281W,YMR294W
YOR098C,YMR032W
YOR245C,YGR228W
YEL009C,YDR176W
YPL215W,YAR069C
YGR020C,YEL051W
YPR079W,YKR093W
YNL092W,YKL153W
YOL069W,YDR150W
YHR110W,YHL003C
YJL069C,YDL185W
YPR156C,YDR384C
YKL068W,YBR017C
YLR447C,YJL106W
YMR012W,YDR148C
YIL171W,YCR034W
YOR066W,YBR160W
YOR195W,YER112W
YOR092W,YJR040W
YOL004W,YLR103C
YIR009W,YBR114W
YGR136W,YGR058W
YMR135C,YCL039W
YKL134C,YHR171W
YNR053C,YLR074C
YPL255W,YML092C
YLR186W,YER030W
YKL013C,YJR065C
YJL092W,YDL101C
YIL022W,YDL091C
YDR176W,YDL239C
YNL084C,YJR035W
YLR258W,YER133W
YHR026W,YEL027W
YKL002W,YGL258W
YLR423C,YHR197W
YLR447C,YKL029C
YGR116W,YEL015W
YLR342W,YDR062W
YLR373C,YKL050C
YPR191W,YBL045C
YPR124W,YBR274W
YPR120C,YNL309W
YOR332W,YMR054W
YNL137C,YBR251W
YLR060W,YFL022C
YGL195W,YAL029C
YOR017W,YCL027W
YKL073W,YDL200C
YPR029C,YFR043C
YDR510W,YDR390C
YOR294W,YKL172W
YPL240C,YLR362W
YNL118C,YDR060W
YIL156W,YHR114W
YLR453C,YHR190W
YLR014C,YJR005W
YOL139C,YDL213C
YMR240C,YBR112C
YNL106C,YGR234W
YPR141C,YOR325W
YLR090W,YBR162W-A
YDL147W,YBR217W
YLR212C,YHR172W
YNL236W,YGR046W
YHL021C,YBR101C
YHR166C,YGL240W
YPR165W,YLR153C
YLR372W,YDL054C
YNL048W,YLR372W
YOL108C,YDR324C
YMR053C,YGL212W
YDR339C,YBL045C
YNL311C,YGR175C
YLR003C,YJL124C
YOR207C,YDR225W
YNL025C,YBR253W
YPL153C,YBL003C
YOR370C,YFL038C
YNL061W,YIL035C
YDR439W,YCR086W
YKL011C,YBR010W
YBR160W,YBL013W
YNR009W,YML075C
YPR120C,YMR232W
YHR166C,YDR118W
YOL145C,YGL130W
YNL106C,YDR279W
YNR069C,YBR017C
YPR028W,YGR260W
YMR304W,YJR098C
YGL181W,YCR072C
YML098W,YDR145W
YMR043W,YCR096C
YHR081W,YGR095C
YHR197W,YCL014W
YPR156C,YBR285W
YER081W,YBR243C
YLR347C,YAR002W
YOR150W,YBL038W
YHL001W,YDR225W
YPR046W,YGR119C
YOL018C,YLR452C
YGL112C,YDR448W
YNL271C,YDL029W
YLL028W,YGL166W
YPL115C,YGR270W
YGL181W,YDR034C
YDR069C,YAR003W
YNL130C,YGR295C
YHR135C,YBR028C
YNR001C,YLR447C
YIL114C,YBR036C
YMR061W,YFL039C
YLR074C,YFL006W
YMR226C,YDR386W
YPR182W,YJR084W
YJL069C,YDL014W
YMR080C,YIL061C
YPL155C,YCL029C
YGR105W,YFR018C
YIL004C,YDL192W
YNL271C,YDL126C
YDR343C,YDR331W
YNR058W,YJR035W
YLR430W,YGR040W
YOR080W,YDL132W
YLR040C,YDL114W
YPR016C,YGL237C
YJR117W,YBR023C
YGR040W,YEL048C
YGR289C,YGR175C
YNL161W,YLR447C
YMR093W,YJL069C
YDR285W,YDL132W
YDR299W,YCR057C
YFL018C,YDR430C
YMR116C,YGR162W
YOR206W,YNL175C
YER022W,YBR234C
YGL181W,YDR259C
YPL166W,YGL237C
YGR281W,YAL016W
YLR115W,YJL033W
YOR358W,YOR047C
YOR178C,YBR160W
YHR082C,YAL016W
YCL025C,YBR159W
YOR231W,YJL095W
YPL076W,YER026C
YDR171W,YBR069C
YPL114W,YDR034C
YMR109W,YKL013C
YLR096W,YHR044C
YOR319W,YDR155C
YOR264W,YHR039C
YPL204W,YNL272C
YMR241W,YBR017C
YJL138C,YAL036C
YMR215W,YGL012W
YMR236W,YGR274C
YPL153C,YDR052C
YOR128C,YML064C
YIL016W,YHL048W
YJR108W,YER081W
YNL073W,YHR107C
YJR010C-A,YDR506C
YPR056W,YDR311W
YIL063C,YGL097W
YML068W,YDR073W
YFR037C,YBR245C
YPL126W,YJL069C
YJR002W,YGR090W
YOR181W,YGL206C
YHR058C,YDL005C
YML058W,YBR039W
YIL141W,YDR318W
YGL200C,YDL195W
YLR418C,YBR195C
YGR060W,YER026C
YGR060W,YCL025C
YKL173W,YIR009W
YMR047C,YBR008C
YPL248C,YPL042C
YKL085W,YER171W
YGR170W,YBR251W
YHR061C,YDR309C
YGR237C,YBL024W
YLR447C,YHR132C
YHR134W,YDR130C
YPL151C,YJR064W
YMR047C,YDR395W
YMR153W,YGL092W
YPL153C,YBR011C
YPR086W,YPR020W
YER177W,YDR006C
YHR140W,YBR159W
YMR049C,YKR081C
YLR145W,YAR066W
YOR073W,YIL094C
YOR138C,YEL062W
YKL173W,YHR086W
YDL145C,YCR012W
YGR165W,YBR034C
YMR092C,YBR101C
YPL227C,YIL097W
YKL192C,YDL239C
YNR048W,YDL017W
YPL274W,YDR331W
YGL112C,YCR093W
YPR178W,YER146W
YNL130C,YHL048W
YER118C,YER082C
YOR292C,YDR387C
YHR114W,YHL044W
YJL020C,YDL129W
YMR159C,YFL040W
YDR034C,YDL065C
YER086W,YDR311W
YNL131W,YJL143W
YDR192C,YDR101C
YLL042C,YJR091C
YMR068W,YKL203C
YJL196C,YHR142W
YJR091C,YCL045C
YFL017C,YDR070C
YMR314W,YDR256C
YKR081C,YKL172W
YOR098C,YKL020C
YIR026C,YDR034C
YOL132W,YBR183W
YOL139C,YBL032W
YGL100W,YGL092W
YLR298C,YBR119W
YKL065C,YJR010C-A
YHR099W,YDR448W
YDR130C,YBR160W
YER164W,YBR009C
YJR068W,YER172C
YHR066W,YGL111W
YDR414C,YBR106W
YLR288C,YKR052C
YNL055C,YER179W
YNL061W,YER006W
YGR052W,YCL030C
YLL033W,YDR318W
YKL095W,YHR170W
YLL026W,YHR196W
YPL082C,YLR249W
YNL094W,YLL050C
YBR084W,YAL035W
YPL252C,YDL100C
YHR026W,YDR331W
YPR033C,YLL050C
YDR378C,YBL026W
YLL028W,YGR060W
YGR253C,YGR196C
YPL228W,YGL130W
YML001W,YGL212W
YDR448W,YDR216W
YPL076W,YIL016W
YNL271C,YKL129C
YPL218W,YGR191W
YPL178W,YER173W
YIL134W,YCR061W
YPR110C,YDR214W
YGR172C,YBL049W
YMR149W,YHR050W
YEL043W,YBR200W
YNL139C,YCL011C
YER148W,YEL009C
YPL211W,YDR060W
YKR048C,YJR045C
YPL008W,YOL150C
YPL255W,YBR160W
YPR086W,YMR315W
YHR041C,YBR253W
YPL258C,YDL132W
YFL048C,YBR183W
YHR066W,YDR060W
YNR037C,YLR310C
YPR058W,YCR061W
YLR409C,YDL208W
YLR148W,YHR047C
YMR153W,YDL088C
YMR279C,YBR159W
YPR104C,YDR225W
YGR271W,YER049W
YMR253C,YFR024C
YKR026C,YJR019C
YLR176C,YGL133W
YMR204C,YJL185C
YDR195W,YBR109C
YML034W,YBR160W
YNL048W,YKL065C
YLR250W,YEL042W
YOR327C,YGR247W
YJR144W,YDL130W
YLR328W,YDR034C
YMR012W,YBR143C
YPL043W,YOL041C
YML109W,YEL023C
YJL124C,YIL048W
YKL057C,YGL100W
YLR429W,YLL050C
YER110C,YAL059W
YOL041C,YBR142W
YPR143W,YGR103W
YOL139C,YMR246W
YNL288W,YDR443C
YML058W,YJR140C
YBR159W,YBR110W
YGR033C,YBL038W
YNL189W,YGR195W
YDL097C,YBL026W
YPR103W,YOL145C
YML121W,YLR295C
YJL093C,YAR027W
YMR125W,YGR074W
YIL105C,YER179W
YNL189W,YFL059W
YKL065C,YJL196C
YOR327C,YMR017W
YNL189W,YJR093C
YGR232W,YGL048C
YNL234W,YGL019W
YOR060C,YKR092C
YDR101C,YAL029C
YPR105C,YOR331C
YPR086W,YGR053C
YGR249W,YBR270C
YMR203W,YAL010C
YOR190W,YLR294C
YPR072W,YER068W
YLR276C,YDL164C
YDL238C,YBR284W
YPR049C,YGR113W
YGL179C,YGL115W
YPL040C,YMR055C
YMR047C,YER165W
YNL092W,YJL058C
YDR108W,YBR254C
YNL239W,YML064C
YPL264C,YKL008C
YOR358W,YDR277C
YPL022W,YLR289W
YHR041C,YDR448W
YNL288W,YGR134W
YLR200W,YGR196C
YGR174C,YDL054C
YLR447C,YIR035C
YPL050C,YLR447C
YOR191W,YER179W
YMR005W,YGR274C
YLR078C,YIL162W
YML132W,YDL212W
YKR026C,YKL011C
YKR048C,YDR034C
YNL284C,YNL252C
YLR233C,YKL020C
YLR342W,YER120W
YJL030W,YER122C
YER081W,YDR343C
YOR136W,YDR394W
YJR091C,YHR193C
YNL262W,YDR121W
YDR080W,YDL087C
YMR297W,YLR078C
YPL001W,YBR009C
YJL122W,YBR267W
YMR304W,YJL095W
YPL076W,YHR178W
YDL175C,YBL026W
YPR086W,YLR045C
YPR154W,YOR197W
YNL118C,YHR186C
YHR142W,YBR110W
YML048W,YGR260W
YLR372W,YHR123W
YHL004W,YBR103W
YPL236C,YDL190C
YLR457C,YKR048C
YLR242C,YHR007C
YNL172W,YLR127C
YML067C,YCR034W
YNL263C,YLR295C
YPR112C,YER082C
YMR032W,YHL027W
YOR086C,YBR217W
YPL193W,YJR055W
YPR030W,YGR087C
YOR212W,YJR086W
YDR309C,YCR086W
YPL019C,YHR060W
YJR075W,YDR245W
YGR091W,YBL026W
YMR125W,YLR298C
YKL016C,YDR298C
YPR020W,YER048C
YCR034W,YBR069C
YDL206W,YDL015C
YLR030W,YKL224C
YMR211W,YGR133W
YLR372W,YLR004C
YOR299W,YOR047C
YGL013C,YDR176W
YKR050W,YDR311W
YPR133C,YPR094W
YLR078C,YLR026C
YLR267W,YAL062W
YFR009W,YER095W
YPL234C,YBR283C
YHR082C,YGR218W
YGR240C,YBR217W
YJR091C,YCL066W
YHR114W,YGL129C
YAL053W,YAL026C
YOR185C,YDL193W
YJL099W,YDR079W
YML041C,YJR091C
YIL066C,YHR024C
YOL030W,YBR106W
YPL240C,YDR283C
YKL217W,YIL166C
YNL088W,YDL101C
YMR022W,YLR109W
YLR116W,YDL161W
YPR086W,YGR205W
YDR216W,YBR017C
YOR198C,YLR453C
YEL063C,YCR061W
YER177W,YDR001C
YPR128C,YNL121C
YLR433C,YDL186W
YKL067W,YBR109C
YOR184W,YLR295C
YOR341W,YKL213C
YPL126W,YLR196W
YLR055C,YBR081C
YLR314C,YER118C
YPR183W,YDR311W
YPL235W,YCR093W
YER022W,YBL065W
YDR372C,YBR141C
YLR295C,YIL110W
YKL057C,YGR249W
YOR128C,YML011C
YIL112W,YBR103W
YDL049C,YBR226C
YJL090C,YHR179W
YPR165W,YDL240W
YOR078W,YDL110C
YOR016C,YGR260W
YPL130W,YLR098C
YJL157C,YEL016C
YLR002C,YIL035C
YPL178W,YMR125W
YOR110W,YML129C
YJL110C,YDL203C
YOR110W,YHR117W
YLR182W,YHR030C
YOL131W,YDL070W
YMR284W,YEL034W
YPL153C,YBL047C
YJR045C,YJL143W
YOR232W,YMR147W
YER106W,YCR086W
YOL133W,YGR003W
YOR014W,YNL042W
YDR113C,YBR274W
YMR140W,YLR373C
YJR090C,YER043C
YGL208W,YDR212W
YDR030C,YDL101C
YHR099W,YHR090C
YIL034C,YDL165W
YKL112W,YGL019W
YPL237W,YDR211W
YNL189W,YDR256C
YNL284C,YDL145C
YDL167C,YBR212W
YOR027W,YLL026W
YCR061W,YBR085W
YGR113W,YDR034C
YNL154C,YDR264C
YMR054W,YGR020C
YPL264C,YHL042W
YLR274W,YBR202W
YDR099W,YCL051W
YDR394W,YBR217W
YPR183W,YER179W
YPL227C,YGL200C
YOR181W,YHR114W
YJR091C,YHL033C
YOR307C,YMR058W
YKL042W,YDL239C
YJL074C,YDR150W
YPR086W,YHR040W
YLR117C,YBR244W
YPL150W,YPL004C
YJR091C,YJL106W
YMR069W,YHR005C
YPL124W,YGR108W
YPL213W,YBR152W
YML046W,YKL074C
YDR158W,YBR055C
YOR366W,YFL052W
YBR251W,YBL004W
YKR105C,YDR155C
YOR098C,YMR271C
YLR229C,YJL157C
YKL108W,YJL087C
YHR107C,YHR044C
YKL004W,YGR295C
YPL204W,YBR009C
YMR295C,YLR288C
YPL242C,YDR085C
YOR302W,YER022W
YFL017C,YDL071C
YLR197W,YER082C
YPL076W,YJL091C
YPL194W,YOR368W
YNL315C,YJR121W
YGR090W,YDL014W
YDR037W,YDL126C
YMR058W,YCR034W
YMR104C,YIL023C
YOR371C,YGL121C
YJR075W,YEL036C
YMR012W,YAL015C
YGL237C,YER126C
YML015C,YGR274C
YOR284W,YHR016C
YLR191W,YJR091C
YKL081W,YER110C
YHR191C,YCL016C
YJL081C,YDR224C
YFR046C,YBR160W
YIR022W,YDR456W
YML064C,YBR176W
YKL065C,YBR069C
YOR303W,YDR260C
YER114C,YAL041W
YKL154W,YDL015C
YPL070W,YLR284C
YLR100W,YGL137W
YNL093W,YIL033C
YDL029W,YBR039W
YNL007C,YAL005C
YPR111W,YBR160W
YGL008C,YDR456W
YOR046C,YMR255W
YJL159W,YBR064W
YPL266W,YBR017C
YOR033C,YJR091C
YML048W,YHR133C
YNL063W,YGL237C
YPL038W,YEL009C
YIL173W,YDR414C
YCR028C,YBR106W
YDR224C,YDL213C
YPL020C,YCR007C
YOR128C,YKR026C
YHR007C,YGR295C
YOL139C,YDL051W
YDR347W,YBR251W
YKL095W,YBL045C
YLR129W,YGR090W
YPR063C,YBR302C
YOR116C,YDR225W
YPR045C,YOR128C
YOR123C,YMR240C
YOL041C,YJL074C
YDL140C,YDL108W
YOR110W,YGR047C
YKL095W,YDR212W
YCR034W,YCL025C
YLR216C,YDR128W
YPL246C,YHR114W
YPL265W,YCL025C
YOR264W,YNR015W
YNL118C,YGL014W
YJL151C,YHR016C
YOL082W,YNL189W
YNL076W,YBR126C
YKL002W,YEL049W
YOR071C,YFL062W
YLR222C,YLR129W
YNL093W,YKR014C
YNL064C,YBR069C
YNL187W,YDL047W
YOR016C,YBR054W
YJR126C,YCR030C
YPR110C,YDL192W
YOR080W,YHR066W
YOR177C,YOR117W
YML112W,YGL180W
YGR218W,YDR499W
YER124C,YEL015W
YML007W,YER022W
YJR112W,YFL008W
YMR105C,YIR005W
YPR161C,YLR226W
YNL317W,YJR064W
YMR273C,YBR103W
YPR182W,YML064C
YML015C,YDR167W
YLR430W,YJR022W
YOL133W,YDL132W
YPR156C,YHR140W
YDR131C,YDR034C
YPR110C,YAL015C
YML048W,YDL210W
YDR247W,YBR126C
YOR260W,YLR447C
YMR213W,YCR063W
YPL004C,YNL094W
YNL263C,YHR105W
YPL270W,YOL095C
YDL005C,YCR081W
YPR181C,YGR262C
YEL037C,YBR193C
YNR010W,YBL093C
YJR144W,YDR386W
YKL193C,YDR343C
YPR088C,YOR272W
YOR362C,YMR047C
YOR324C,YMR032W
YLL037W,YDR318W
YLR310C,YJL005W
YLR126C,YBL026W
YDL181W,YBL099W
YOR089C,YHR135C
YMR125W,YBR119W
YJR091C,YGL135W
YER133W,YDR412W
YLR409C,YBR103W
YPR010C,YKL135C
YOR384W,YGL181W
YLL015W,YJR022W
YBR160W,YBR135W
YHR148W,YGR090W
YJR022W,YGL028C
YKL137W,YGR124W
YMR153W,YER026C
YJL170C,YER153C
YFR050C,YER016W
YML095C,YCR086W
YOL132W,YER056C
YOL133W,YDR216W
YMR091C,YFR037C
YPR050C,YFR003C
YML069W,YIL035C
YNL172W,YHR166C
YPL016W,YJL124C
YHR033W,YGR262C
YDR225W,YBR009C
YPL264C,YIL016W
YGL239C,YDR318W
YNL061W,YDL213C
YPL086C,YHR187W
YPL003W,YLR306W
YOL043C,YMR167W
YER052C,YDL059C
YER078C,YDR386W
YHR042W,YBR021W
YPR160W,YAL017W
YML064C,YDR293C
YKR054C,YFL008W
YNL110C,YLR288C
YLR452C,YGR018C
YHR102W,YHR030C
YER022W,YBR193C
YPL203W,YHR135C
YJL047C,YHR114W
YNL053W,YLR354C
YOR229W,YDR188W
YGR084C,YER081W
YFR031C,YDL074C
YOR047C,YJR011C
YKR026C,YBR120C
YJL042W,YCR005C
YIR003W,YCR088W
YGR161C,YAL016W
YNL044W,YGR260W
YNL244C,YBL076C
YDL029W,YAL015C
YMR047C,YBR217W
YOR040W,YBR054W
YOL021C,YGR195W
YJL041W,YGL172W
YKL011C,YGR184C
YMR235C,YIL125W
YKR048C,YBR203W
YLR288C,YJR077C
YKL002W,YER079W
YGR218W,YBL031W
YOR388C,YER022W
YPR056W,YIL143C
YOR314W,YMR047C
YLR295C,YGL047W
YMR308C,YGL092W
YEL063C,YAL007C
YDR388W,YCR088W
YHR004C,YBR195C
YMR058W,YBR106W
YMR303C,YKL189W
YDR414C,YCR034W
YMR001C,YIL026C
YHR052W,YDL213C
YOR116C,YKL213C
YNL189W,YER177W
YNL250W,YNL085W
YCR061W,YCR007C
YLR277C,YLR115W
YCL014W,YBR160W
YOR109W,YJL124C
YJL115W,YDR181C
YHR094C,YCR034W
YOL090W,YER171W
YDR301W,YDR228C
YIL035C,YBR010W
YMR059W,YJL005W
YNL025C,YDR477W
YMR056C,YLL013C
YGL181W,YER040W
YDR078C,YBR135W
YIR002C,YIL158W
YLR298C,YGR013W
YMR049C,YIL035C
YKL002W,YDR063W
YOL004W,YMR019W
YMR246W,YHR136C
YLL021W,YDL181W
YLL036C,YBR065C
YNL234W,YBR274W
YMR047C,YDR465C
YOR089C,YLR362W
YIL066C,YDR224C
YLR105C,YDR034C
YNL281W,YMR276W
YLR447C,YHR177W
YNL130C,YNL125C
YJR007W,YJL138C
YMR273C,YML109W
YKR021W,YJR022W
YDR449C,YBR247C
YLL023C,YIL023C
YJR113C,YHL004W
YOR244W,YDR359C
YLR345W,YKL174C
YPL237W,YER133W
YLR453C,YLR449W
YJR066W,YIR023W
YNL263C,YGR142W
YOL059W,YFL017C
YLR233C,YLR006C
YML064C,YLR082C
YJL117W,YGL200C
YLR427W,YJR144W
YPR107C,YJR093C
YHR170W,YDR132C
YMR047C,YDR490C
YLR216C,YKL057C
YKR089C,YBR160W
YEL061C,YCR038C
YOR178C,YER133W
YOR178C,YOL054W
YML064C,YLR284C
YOR308C,YNR053C
YHR179W,YHR169W
YPR107C,YDR301W
YMR215W,YJR117W
YOR194C,YJL174W
YGL256W,YDL101C
YOL082W,YNL037C
YOR016C,YHR140W
YLR133W,YJR022W
YIL094C,YHR030C
YOR231W,YLL021W
YIR017C,YDR306C
YHR123W,YBR023C
YOL132W,YIL047C
YCL038C,YBR106W
YJL124C,YER146W
YOR099W,YJL117W
YOR128C,YCR012W
YKR036C,YDR188W
YOR181W,YER118C
YPL140C,YJL095W
YOL086C,YFR021W
YHR140W,YGR121C
YGR193C,YDR430C
YKR105C,YJR091C
YNR043W,YCR057C
YOR157C,YGL061C
YFL023W,YER133W
YDL113C,YBL025W
YJR014W,YER007C-A
YLR432W,YDR365C
YJR010C-A,YGR284C
YOL123W,YGL122C
YCL034W,YBL007C
YMR322C,YFL059W
YMR028W,YJL111W
YJL043W,YCL063W
YDR039C,YBR183W
YOR010C,YGL139W
YDL188C,YBL003C
YOL132W,YBR199W
YER081W,YAL060W
YHR086W,YGL181W
YJL033W,YCL037C
YLR378C,YCL066W
YDR226W,YDR177W
YLR233C,YAL028W
YML064C,YHR113W
YLR277C,YER133W
YHR152W,YDR318W
YPL127C,YER142C
YOR076C,YOL021C
YLR074C,YIL070C
YDR382W,YDR060W
YOR197W,YBL106C
YGR284C,YCR024C-A
YLR396C,YAL002W
YLR275W,YDL087C
YLR186W,YHR179W
YMR213W,YLR275W
YDR457W,YCL059C
YMR106C,YBR228W
YNR052C,YIL038C
YGR262C,YDR279W
YNL218W,YMR102C
YLR342W,YBR207W
YLR138W,YCR061W
YOL139C,YBL004W
YLR288C,YLR202C
YOL150C,YBR019C
YGL063W,YDL070W
YMR150C,YGR260W
YER094C,YCL009C
YPL229W,YER100W
YOR258W,YER081W
YPL227C,YEL017C-A
YPR078C,YLR368W
YHR140W,YEL063C
YMR047C,YLR175W
YOR249C,YDL008W
YIL061C,YBR102C
YOL051W,YOL017W
YJR091C,YBR271W
YNL223W,YBL078C
YKL008C,YCL025C
YNL004W,YJR082C
YPL010W,YLR078C
YHR197W,YER126C
YKL149C,YGR072W
YLR288C,YKL163W
YGR119C,YGL005C
YGL061C,YER016W
YBR121C,YBR055C
YOR037W,YBR160W
YMR106C,YDR453C
YPL110C,YCR079W
YMR116C,YGR090W
YIL034C,YCL035C
YLR115W,YER133W
YLR322W,YIL132C
YGR289C,YGR284C
YHR148W,YCL059C
YPL012W,YLR175W
YPL190C,YDR172W
YMR106C,YDR216W
YIR009W,YAL024C
YMR058W,YGL042C
YJL076W,YDL042C
YHR152W,YDR267C
YNL312W,YCR002C
YOL004W,YFR013W
YOL148C,YBR081C
YPL139C,YEL063C
YPL227C,YHR140W
YDL078C,YBR055C
YNL112W,YBL032W
YGL130W,YER103W
YPL211W,YAL007C
YMR023C,YGL236C
YKL082C,YIL035C
YLR362W,YLR313C
YMR294W,YDR311W
YDR496C,YAL035W
YOL012C,YLR288C
YKL085W,YGL116W
YOL090W,YFR037C
YLR295C,YJL044C
YGL239C,YDR063W
YOL069W,YJL074C
YGL210W,YGL198W
YPL076W,YHL042W
YFR021W,YCL063W
YMR215W,YCR034W
YGL099W,YFR031C-A
YIR009W,YDL001W
YMR080C,YBR143C
YLR222C,YHR020W
YLR422W,YFR024C-A
YHR114W,YFR027W
YDL008W,YBL084C
YOR098C,YDR385W
YML098W,YBR198C
YPL049C,YHR084W
YJR091C,YDR474C
YDR455C,YDR318W
YDL054C,YCR034W
YPR019W,YDL029W
YMR043W,YLR082C
YML064C,YER179W
YPL265W,YCR098C
YHL048W,YBR159W
YMR032W,YJL039C
YNR011C,YMR213W
YHR114W,YGL189C
YGR187C,YBR282W
YMR054W,YIL142W
YOR204W,YIL079C
YML048W,YBR283C
YKL059C,YER133W
YPR086W,YEL011W
YCR057C,YBR247C
YLR295C,YJR141W
YNL243W,YHR016C
YPR086W,YER148W
YLR373C,YIL049W
YNR012W,YDR020C
YDR318W,YDL067C
YOR080W,YKL176C
YLR447C,YAR035W
YMR025W,YLR423C
YGR218W,YGL172W
YMR150C,YHR078W
YIL122W,YGL181W
YJL183W,YIR028W
YGR262C,YCR099C
YJR091C,YGR182C
YML048W,YHR142W
YPL076W,YBR183W
YKL073W,YHR030C
YMR005W,YML098W
YMR047C,YKL068W
YFL039C,YDL002C
YOR066W,YDR524C
YML016C,YER054C
YPL264C,YAR028W
YNL061W,YMR319C
YJR022W,YFR052W
YPR028W,YBR290W
YDL005C,YBR169C
YOL143C,YLR347C
YMR236W,YML098W
YFL062W,YCR075C
YPL204W,YHR193C
YOL051W,YER022W
YNL075W,YBR247C
YHR110W,YCR034W
YGR092W,YAL021C
YLR347C,YLR335W
YML098W,YGL112C
YPL129W,YPL011C
YMR236W,YDR448W
YLR433C,YLR147C
YGL181W,YAR018C
YGL104C,YBL007C
YOR136W,YGL158W
YNL094W,YAL049C
YLR423C,YLR108C
YDR477W,YDR043C
YPR182W,YMR240C
YPL049C,YGR040W
YHL006C,YBL021C
YML022W,YDR441C
YGR090W,YDR324C
YLR270W,YDR001C
YJL214W,YBR159W
YNL336W,YNL130C
YMR125W,YLR347C
YJR091C,YAL034W-A
YPR041W,YMR146C
YPR106W,YBR038W
YPR191W,YJR022W
YPL075W,YNL216W
YLR268W,YLR078C
YMR206W,YLR035C
YPR110C,YNR016C
YKL178C,YDR264C
YOR159C,YLR147C
YBR183W,YBR159W
YML008C,YJR010C-A
YCL025C,YAL007C
YMR255W,YBR274W
YDR506C,YBR230C
YLR295C,YGR035C
YKL074C,YBR172C
YLR074C,YIR003W
YMR226C,YGR262C
YER167W,YBR160W
YGR218W,YDR062W
YOL142W,YER025W
YNL194C,YLR295C
YEL065W,YBR160W
YNL110C,YGR245C
YDR432W,YDL213C
YLR321C,YIL065C
YOR098C,YNL189W
YPR192W,YKL065C
YJR017C,YGR186W
YDR034C,YBR145W
YLR381W,YAR035W
YKL095W,YKL067W
YNL243W,YKL068W
YIL038C,YDR381W
YLR295C,YJR120W
YMR267W,YBR011C
YJL199C,YGR065C
YMR146C,YDR429C
YNL061W,YKR081C
YOR098C,YAL055W
YOR249C,YLR127C
YPL264C,YPL076W
YMR049C,YLR304C
YJL138C,YDL213C
YMR047C,YJR079W
YJR091C,YDL230W
YIL125W,YFL018C
YMR149W,YDR297W
YLR035C,YBR160W
YJR062C,YEL030W
YHR105W,YGL161C
YNL189W,YFL061W
YLR423C,YJL061W
YHR114W,YGL236C
YMR193W,YGR220C
YPL042C,YGR104C
YPR141C,YMR198W
YDR227W,YBR010W
YOR290C,YDR155C
YHR023W,YHR013C
YHR172W,YAL047C
YOR053W,YLR425W
YLR289W,YLR097C
YPL204W,YER138C
YOL135C,YBR253W
YML121W,YHR114W
YLR052W,YER092W
YNL178W,YKL143W
YOL062C,YFL045C
YMR264W,YHL048W
YNL326C,YDR414C
YGR091W,YDR283C
YOR098C,YLR359W
YIL048W,YBL026W
YPL076W,YHR140W
YMR215W,YLR034C
YIL035C,YER084W
YLR223C,YBR160W
YFL038C,YER136W
YIL061C,YFL016C
